UserId,ItemId
1778,1193 327 918 1539 1835 2065 2623 1575 275 333 1417 1941 1770 3181 2239 294 3236 521 1852 1237
1779,1474 1956 2885 1589 1323 2470 3045 3001 1241 938 3209 3078 2602 2435 1024 59 362 464 266 1305 3080 589 551 1470 2878 2087 1999 1453 935 1922 2724 1045 743 942 2838 1790 270 1638 2406 1840 3257 2464 465 2022 2320 1193 517
1780,1156 2941 1437 1200 2044 2031 869 856 1575 231 2196 954 1002 2115 3210 1861 676 553 938 2306 1336 1317 1855 2648 505 714 1383 1088 358 2841 2464 465 1939 3022 1102 2726 2022 2320 1770 1567 1443 2885 2133 2470 1784
1781,2786 1195 1605 2908 71 637 1941 1861 677 2805 3189 1362 1684 2810 163 2734 1387 1475 126 3142 3250 863 2236 1517 1956 255 1386 1200 465 2022 2320 1784 517 3209 2650 1443 3229 380 1102 1357 2750 1579 609 2012 454 1567 2726 2674 1770 491 2398 296 2855 2182 2470 521 3237 644 280 2055 1983 2616 2171 1268 3236 987 2551 1239 2883 803 115 1818 3175 2976 1695 1498 1290 2198 2710 1964 2932 497 1423 2147 385 2176 2384 2875 2126 3130 3073 1737 2914 2203 2652 48 1128 1060 2696 2937 3014 761 964 3049 1133 3129 1371 2776 2585 2693 1245 3218 91 2876 1973 2217 2595 2933 2799 3257 1088 1446 1065 2626 3078 2435 85 938 3022 2602 1470 2878 1305 266 2749 362 157 59 2431 589 702 945 1197 2541 1348 2885 1722 2351 1741 596 1106 100 512 2350 1560 3145 3087 479 3090 168 2714 2688
1782,892 1734 2521 275 2387 2299 1575 294 3181 1770 1034 2470 981 2350 307 2638 2958 2111 971 2498 2464 1681 1455 698 663 1185 147 719 3237 243 644 491 3035 2070 1544 2133 588 280 501 814 2862 1259 2932 2087 811 234 1837 1737 1685 151 820 2944 1292 2022 1386 465 1200 2855 2885 2750 1784 1443 1295 1197 1673 2115 1156 938 471 231 697 2351 3182 146 1648 1942 2652 2757 214 2258 910 1332 1602 2962 2819
1783,2812 2814 1770 2537 1135 1179 2384 571 2371 988 3205 1357 1245 773 1138 2922 204 1756 1657 1422 490 919 968 3253 2031 1195 1430 2000 1575 2022 2788 1197 3231 1857 2807 1233 363 2750 2351 428 663 495 2222 1505 3209 1386 1669 2255 517 1443 814 491 2064
1784,2537 2312 1575 2841 1666 2024 1034 1868 865 3031 637 1099 1455 1761 2455 1635 2214 1195 443 1520 571 13 2638 1365 1298 1680 1651 1001 3105 3223 1720 2291 1871 919 1006 1846 1197 1031 3037 1295 938 1156 167 2185 1509 1745 124 1735 1900 1300 2959 1898 1233 3122 1369 1812 573 46 1135 1513 2645 267 862 672 624 2942 2138 1388 2065 1185 2117 1784 1474 3008 1977 2298 1622 1226 1975 2529 2402 2661 471 490 2832 1656 1501 2514 494 2979
1785,1197 3071 3021 2537 1193 412 2623 2514 2221 2536 1835 88 2222 3026 457 2458 2706 494 871 1307 1778 2831 2131 2622 1424 2772 117 2100 1673 992 1677 2455 1923 2007 1505 1407 3207 999 471 317 3037 608 1756 770 2464 2608 1949 21 2547 2940 898 3139 918 2567 2404 2837 2031 1793 2125 275 968 1693 365 329 1624 1880 1112 2013 1800 496 2124 662 3231 1127 3013 1455 1405 2633 2497 1116 2549 3178 1336 2144 2190 1053 1185 1198 2841 1196 518 333 2039 1072 3078 2403 639 1956 1681 865 1474 2918 1429 2091 18 1417 2724 2619 517 1784 698 454 2645 362 2320 1024 1987 1616 774 697 128 259 2088 845 745 3090 1430 3158 3118 50 1009 621 938 2575 363 1942 331
1786,490 2312 426 1556 1803 1684 1362 1861 2810 553 897 2193 163 2805 1055 2385 1941 2062 2634 405 1951 147 1474 1681 1185 865 2117 517 1875 18 1348 1668 2645 2674 48 115 869 2152 2551 800 518 1628 1226 2087 157 3124 1789 2388 1783 2631 1239 1022 2460 423 358 1973 885 3203 2529 1088 642 1975
1787,3049 1812 644 2022 636 590 2810 126 1152 2217 712 1861 1162 2919 1857 1034 1800 1767 2351 2508 44 1307 214 465 473 2473 1295 1456 3231 2645 2757 517 267 2828 2460 1673 2541 2208 2030 1031 1986 573 2198 162 862 2942 331 609 3206 1422 3041 1135 2066 1369 1197 2750 296 470 2888 2840 938 1874 515 572 1324 2841 2885 3068 363 1388 59 814 3226 1046 723 2071 28 784 2563 589 1656 3205 1331 1736 2953 2081 1573 2636 2807 1745 398 1305 669 2940 2537 84 2125 1793 968 2783 1575 3078 2633 3181 275 1860 1200 1956 1455 3021 1507 2809 2869 2499 253 3009 2565 2417 1213 1912 2380
1788,2031 1845 723 2149 496 2556 898 2547 1868 2537 2464 2030 697 1307 1949 2312 2022 1023 1314 1693 1575 2377 1880 3147 780 1793 794 2193 945 2827 859 345 2455 579 1800 1860 3220 586 2100 2971 3156 2845 3040 1579 1352 1106 2862 417 494 1119 1218 3086 2319 653 1557 1203 1113 3148 1958 572 1004 2661 1061 1435 665 490 1348 1826 99 267 365 1135 2712 993 1444 1143 797 3246 46 2122 294 1761 2006 1132 2840 1099 1959 1803 3015 1227 426 338 1369 1056 443 2773 1513 1668 1079 607 132 1622 783
1789,1200 783 538 1770 2064 490 380 18 3209 2464 1956 3130 3233 1193 1386 972 3054 3072 1437 1277 245 2787 1491 1717 183 2935 969
1790,2351 639 889 430 2068 1881 2463 2537 2623 871 2701 1200 975 62 1088 454 1351 491 385 473 1079 814 2009 644
1791,2944 43 2638 2901 1185 3196 2570 2786 2767 1082 147 275 2466 1048 1575 3221 231 2631 1896 876 2805 1213 1941 553 2070 545 2470 2724 1377 964 2402 525
1792,875 2024 528 2343 2878 1558 1048 590 1552 1984 597 595 731 1957 2422 553 1268 1152 3106 829 876 2810 1613 1213 2217 1941 163 2352 1055 2537 1200 2398 1715 2295 1195 965 2966 292 1289 2937 260 538
1793,1156 3247 2986 2312 1762 333 3142 2651 2455 2444 1417 1405 2536 457 2222 3127 2855 745 770 2299 2487 1573 1034 176 1923 2977
1794,1195 1069 490 2779 1197 2339 830 13 471 443 706 3186 3223 2685 1298 1614 2977 3052 1001 2627 896 1496 2075 1533 2455 2521 593 1365 1521 1568 2638 1916 1853 571 498 1680 3077 468 1915 2879 1123 3105 1846 192 1272 704 418 766 170 905 919
1795,1401 3045 169 876 789 3064 2605 2870 2645 1197 1861 1684 1362 126 2022 1386 465 255 2464 2726 1956 1193 2541 1357 1102 517 770 1770 2320 609 2012 521 100 814 1060 644 870 1567 2359 1245 2035 296
1796,2537 1399 2312 183 2470 2320 2022 1386 945 2541 1956 702 517 255 1741 100 1106 2885 521 1197 1818 470 1060 1722 870 2171 2726 3090 1922 748 3247 2350 501 251 1498 3233 2875 2081 1289 2964 168 868 1071 1736 306 1577 2937 1643 1185 2464 719 1193 1681 1786 2536
1797,1135 2333 2514 2944 3178 1048 1094 384 2483 3037 960 1430 1364 1197 1857 167 2007 621 1343
1798,2825 333 2514 1162 2946 728 3193 2940 3026 471 1430 1614 1195 485 294 3229 1218 749 2031 2845 968 167 1260 2645 821 486 454 2976 2232 490 1715 2757 2885 1414 2979 331 1556 2546 1001 600 618 723 2661 948 1656 2959 35 571 1589 346 3046 1298 699 1209 836 593 1026 2781 228 919 2627 2259 733 1735 2082 1720 423
1799,490 2885 2902 2652 1327 2299 2320 1770 307 3189 294 545 1377 2470 2350 788 1055 1386 2022 1868 1597 772 2726 3145 2035 2464 465 517 1200 1443 975 1784 491 380 987 1060 2616 280 385 115 454 3049 814 3129 803 783 1695 1239 1423 2384 2914 2203 2044 1290 2883 229 91 2776 292 2198 2994 2595 1973 3175 2937 964 510 62 3205 2880 423 2649 1748 1396 2325 2819 1402 1445 2413 1277 532 2111 1279 808 720 12 1432 1026 1936 2963 2080 2387 1370 738 2787 43 381 1855 706 2339 830 1220 2173 122 682 3250 1339 1020 331 1137 2309 2962 1034 1357 945 2351 702 1956 1197 1348 2182 1722 100 1737 2688 2875 1470 1046 2428 1602 2666 2216
1800,490 2645 783 2885 1443 2309 173 763 2537 865 1868 3031 275 1200 1803 1268 2810 1507 1474 3220 2726 1784 1567 454 115 1088 2087 2696 48 384 1195 505 964 3008 1977 1656 331 1020 2262 845 2173 197 2119 2860 307 2463 2398 1770 1715 965 525 2845
1801,2351 1826 981 3054 2537 1048 1134 227 2464 1023 1307 1193 1232 1868 2814 1455 3176 1786 496 968 2463 333 1693 1405 2706 2527 3110 3013 1200 1059 2013 3127
1802,545 1383 3206 2022 1365 706 2568 3142 2445 830 2908 512 655 396 1020 422 1517 2538 3158 529 1339 1194 1063 128 2677 1529 3250 1281 331 2262 1762 2173 1189 2339 1575 987 2316 856 905 954 1969 732 231 3201 2631 2977 1896 1686 876 2115 2651 2164 1405 215 537 1206 2887 1325 2089 1224 1861 676 155 3241 2474 553 243 1268 1041 613 2193 2217 836 25 825 1054 1755 505 751 2113 838 714 1474 358 2594 3 1088 888 1873 2182 2380 2809 1507 2805 2417 2437 657 1028 2565 1547 1957 1701 1025 2232 1321 1214 2050 939 259
1803,2855 602 2312 2470 918 1505 2536 3071 2092 505 2483 3026 1417 2831 999 608 2772 3109 2222 1034 3041 1619 2869 3186 117 1660 3182 486 1307 2299 1197 2977 441 317 155 847 1673 2100 13 295 821 2456 3207 1014 2899 1669 703 723 571 1422 3202 1204 1594 1001 277 3206 443 805 3241 296 1778 2458 1575 2514 1693 176 3037 663 2706 1130 2622 1734 494 384 3193
1804,465 2022 2787 683 2470 1022 2193 1858 1117 1224 2398 2855 2537 865 275 1868 3031 1200 719 2527 471 1474 490 100 2883 1443 1106 1116 1556 1193 1352 2320 1386 1197 517 945 1722 1060 2885 501 525 2971 756 79 1082 2532 1909 1034 1956 2173 496 1575 856 431 277 791 2538 417 1881 1735 2428 2820 170 2322 479 192 2044 1122 2529 814 1452 1942 2448 1857 2879 772 833 702 1505 1401 1026 296 876 2631 116 1770 2977 2066 361 3124 780 1758 1684 48 2179 233 784 1513 2807 2164 2845 592 988 1711 334 515 1437 2159 2959 1859 1656 1290 3220
1805,1369 311 3179 3051 2855 2320 1575 1573 294 2350 2470 2638 405 1858 3064 2883 1443 2217 1295 2862 346 1386 2652 3132 1736 2338 1964 2776 362 2147 2431 2546 2163 2830 1733 1673 1034 167
1806,1812 240 1260 3088 1783 1156 384 2018 1268 490 1575 1224 426 2631 1800 2661 2057 231 2474 1664 2464 465 1193
1807,1013 1386 1200 2885 1195 2661 1868 2726 702 2138 1443 1575 2546 2631 1446 490 1498 1377 2022 1197 192 479 2901 1744 2320 465 3209 517 1956 525 3162
1808,2940 294 1305 1714 1942 167 1770 676 2173 2858 1871 553 1224 1200 505 1264 490 1386 2652 2022 2885 954 170 1915 1295 2472 2810 1268 2651 2339 3159
1809,848 1156 714 2631 2464 3092 2133 361 865 1673 2652 2713 2883 1443 100 2997 1770 2217 1268 2499 1213 1048
1810,490 2812 170 1321 2855 2616 1082 2786 1268 1800 1575 1224 1239 2845 385 2325 1770 2713 2661 517 2320 2997 1069 2726 1540 1858 2380 1200 465 1956 1193 491 2464 1386 2750 1443 255 2022 3229 100 3022 1357 644 2012 1102 1784 2885 1567 3049 1060 609 1579 2810 1520 1423 2133 380 2384 2883 115 1290 2055 2350 2035 346 1737 2472 2198 2652 3205 2044 2888 521 1088 1445 454 3218 2051 1757 1964 2944 2875 964 2338 2776 899 1591 2696 2147 2217 3014 1941 398 3064 2790 2151 1396 2595 2937 457 231 1325 167 1734 770
1811,1197 2521 1147 2885 2138 514 865 1770 147 405 1715 1268 2320 2232 677 1956 1681 465 702 756 1575 1200 2312 2602 2022 637 2946 2066 491 1684 1871 1295 1664 1034 1443 255 294 2217
1812,3010 2910 1116 2388 2538 333 1770 3225 490 1745 1600 655 2726 783 241 1715 2923 868 1001 3068 3216 363 505 3161 1130 1455 2944 231 1020 2320 1141 1942 968 734 1734 2005 1860 2819 1210 186 165 1213 1664 938 3083 770 2182 3080 2756 1598 3164 1111 272 2962 151 25 1233 1224 2976 2449 1200 617 3106 1857 46 2811 2368 1351 486 1720 1501 1410 2140 3048 2598 129 3020 3065 962 1898 1603 1498 2393 803 1818 1714 1513 1207 1239 3040 2487 959 2933 1443 2883 1474 158 2498 2609 1669 637 780 3072 380 2919 1515 1922 1480 814 2227 1643 48 2019 2696 636 1034 1973 1874 2283 1279 1318 3190 1019 2652 2721 3109 3089 1999 1117 964 2217 288 1150 522 2754 1424 457 2594 2688 982 2795 454 2810 1858 1733 2533 2514 494 2380 1268 1684 876 2418 1178 2467 2311 1024 1761 2127 1800 3153 2702 1806 3037 1567 2351 1365 2472 1680 2525 4 397 2466 1659 1195 645 521 1325 2845
1813,1323 2024 2441 1298 2895 2661 490 505 3176 1125 211 294 1195 571 486 3046 454 2398 346 1001 334 1720 2338 2595 847 1715 1182 2845 423 1556 1795 1576 1521 1091 935 1214 437 919 35 3040 2387 2898 2546 1321 1614 962 2320 1575 1770 275 521 307 3189 2638 1573 266 1861 2470 2984 2760 3118 3236 1922 981 1697 525 2350 2850 1941 2743 2374 2111 2958 2167 2824 1389 971 958 1568 2365 2270
1814,674 2812 2142 2426 2982 844 2460 3212 2230 2316 3167 856 91 954 692 1129 2977 2431 2392 1896
1815,823 2460 2111 1239 784 2072 3150 1837 2832 964 2555 1185 2087 1076 3008 2704 2529 1911 3217 2152 1772 3121 2767 1936
1816,2312 2086 2066 2823 2478 1197 697 84 485 845 259 1020 1302 1260 307 1548 1430 2018 589 3159 863 296 760 1589 1366 2510
1817,167 1770 1197 2370 1521 1048 1130 1195 2350 1846 3142 1006 1853 1568 2786 571 1720 169 919 2638 751 439 192
1818,1770 1732 2085 2179 33 2460 2319 1475 1956 362 587 3078 2878 2703 3209 961 935 2572 1453 59 2602 1241 1305 2880 592 3080 2163 1391 786 2550 908 431 2866 3039 966 2830 3150 809 755 2721 311 1406 2396 2486 1718 1032 1064 224 1952 1747 1554 2294 3119 3081 2796 915 1201 2455 706 863 3142 697 1269 128 2351 845 1430 2086 1020 259 331 2107 545 1723 1063 1517 2173 1340 1530 2127 1339 197 214 1641 2002 2522 1846 468 2702 2881 3023 2571 1158 2369 71
1819,2652 682 3087 2111 865 1424 358 1736 72 1931 1184 1324 1034 1295 1197 938 1156 644 1942 361 3206 2208 1423 296 1290 363 2899 110 1603 479 2913 1046 1986 1858 1767 2322 429 628 631 2807 3205 272 1540 389 2145 1172 2502 2959 398 165 1441
1820,2464 2326 2855 1498 275 91 954 231 1896 2631 2811 2977 3210 1432 1224 1325 3241 1154 2474 938 1268 1269 710 2217 2297 1094 1470 1054 505 1474 2594 1006 1088 3142 2736 46 2066 1868 2537 1681 1200 865 255 277 465 2547 706 3037 3147 457 2455 3078 697 698 1297 1013 799 2651 3229 702 2527 862 117 1295 3231 1770
1821,1770 2885 2726 1784 1444 2312 2320 307 275 2299 333 1573 2810 1861 2470 1529 2350 1237 2638 1377 2111 2498 958
1822,756 938 490 1193 2940 2533 1409 1575 3031 2542 865 783 3220 3040 637 2117 1761 1132 1056 1207 2070 1770 2974 1259
1823,1386 1117 2885 3209 3175 3132 1867 1240 2460 1693 1432 1673 2129 1881 1044 1348 1129 3090 2570 79 1697 1082 3202 2786 2532 987 1438 2563 2952 2343 2592 3229 2684 2773 1034 2696 958 1956 2906 3028 496 1669 617 270 358 2706 1832 1310 1410 431 1303 1331 935 2066 852 1369 1031 1141 3246 736 3223 1178 767 362 2810 2375 1480 2805 897 2634 1307 662 2787 2912 1213 2182 553 905 1585 1268 1241 1023 776 2651 3106 2859 2413 964 1475 2832 2057 2652 1873 1822 1263 2035 733 1621 590 2163 1152 1048 731 2380 1137 490 2128 296 740 1984 2836 2217 1941 2127 272 2111 2470 2582 259 1531 3241 2498 2496 1879 1106 803 722 2226 2240 488 770 2636 1162 1748 202 1452 1942 3109 2359 2448 268 1199 2777
1824,1385 2170 2470 3020 2537 2380 2651 1852 1861 1048 2810 163 2217 3189 801 405 64 1029 2852 1681 3220 2320 1185 2117 100 1474 1567 865 1784 275 869 2466 3049 2295 2555 588 3124 2055 1226 1837 2551 2696 1915 454 2529 3257 2163
1825,1195 2139 1272 865 868 465 719 1744 716 3250 702 2994 117 2754 2541 464 2885 1443 596 2258 2855 2750 1410 609 1156 3089 2351 2058 2664 1942 987 1818 14 3068 957 59 1071 631 2616 2835 814 361 266 2956 1732 46 45 1971 2343 1371 168 589 1197 517 1737 2022 255 1237 1560 1641 942 470 748 479 2393 1396 936 2988 1736 2081 2964 853 916 2471 1879 2726 1348 1386 1956 2179 2320 2435 945 2318 1722 2182 241 512 1060 3241 3059 2350 870 100 2770 2470 1045 3090 2361 3087 251 3247 3145 1498 3130 2850 2236 2135 1922 969 2652 926 1602 1714 1990 2649 523 2937 91 1612 532 1157 192 1577 526 2799 2167 2111 1643 720 2311 354 2405 1180 679 1370 183 2963 1315 1117 1857 2757 924 232 1533 1402 2819 3084 959 1379 3209 85 3022 1991 2602 1820 2749 1923 938 324 3080 157 2147 1817 1229 2218 2842 707 2017 1999 2797 1697 786
1826,987 564 1156 2351 598 2955 2398 457 1197 770 2299 471 1673 505 2455 277 1295 1923 1424 1857 1130 1034 3037 3182 745 938 706 2997 644 2899 1430 863 1407 939 2173 1195 1573 3068 1942 1765 1324 1065 1597 2066 1828 275 1681 865 1474 2320 2726 1784 147 280 115 3049 3124 2232 2883 1567 362 1239 3064 1001 2472 2674 394 961 1977 2595 1128 48 1973 1226 2986 588 1088 497 1915 1553 3014 2163 2933 1789 2428 91 2696 2488 885 501 3059 2875 3145 1106 100 2350 3241 2470 2652 868 1990 603 2802 2649 532 2533 2111 1612 2799 2963 2413 1602 2666 3039 2957 1370 1748 479 1307 296 2928 2855 621 167 2807 1563 1734 2483 1931 1423 1290 1767 3206 631 1305 1031 2101 1046 363 1343 361 1300 2322 723 3205 1745 2994 3041 331
1827,2855 865 1812 1575 2585 1977 1048 590 1861 1383 2809 1055 553 2810 2385 1213 2734 2128 1558 1984 734 253 2062 1868 2537 1681 1185 1200 384 1455 1784 3147 1567 976 637 2862 3142 1761 1474 3031 1770 1195 706 332 471 2472 490 2014 1958 2055 2320 1262 988 3079 2661 845 1056 1684 1106 115 1444 2977 1130 2006 1057 847 371 346 2521 1115 3124 1239 1783 1533 1020 919 1871 51 2902 1585 3187 1238 3008 2070 910 2986 2883 1496 2075 905 3221 1259 2152 397 151 1119 2338 2350 1680 450 1298 683 1720 300 1022 2767 2669 618 1853 2893 458
1828,2456 2652 2684 1812 2022 25 2823 3026 505 1260 340 2031 2885 1756 2527 2855 3229 1386 465 1200 1160 1770 2541 770 1800 583 2108 1013 988 697 1185 2039 3032 1417 2619 1605 968 987 1002 1821 2977 319 938 2217 3194 751
1829,610 1435 1093 465 170 1575 384 505 655 471 231 1195 1365 1991 847 2521 842 335 1915 3186 2350 239 1119 2638 1521 1567 2320 2726 1200 1784 1755 1770 2470 115 2986 3237 100 2176 2006 2147 3257 2875 868 2696 497 3241 2652 2976 2736 1797 2478 1292 1920 275 2380 2805 1861 2651 2182 1475 2217 1213 651 1941 1912 544 1152 2734 2537 1307 2219 457 2115 1034 1295 2997 1942 2299 949 938 1573 72 479 296 1603 1868 2476 865 1681 1185 698 2661 637 3031
1830,2449 2351 28 1445 611 1034 275 1575 2810 333 2320 3181 307 2299 2724 2318 1770 2576 3236 521 2232 1573 949 2095 294 1941 1922 1377 981 969 1861 2470 0 1529 667 2850 98 3089 3247 302 270 2958 1697 1048 1822 1800 1443 465 2541 609 517 2855 2022 2750 385 2035 296 2885 644 491 255 987 1737 2616 1423 2888 824 814 2198 1818 957 2994 2693 1121 1371 470 1290 2880 748 942 1486 168 2393 2151 2255 2906 2964 2995 2384 3205 2861 1396 2776 398 232
1831,575 1812 2298 1386 1755 2464 1193 1200 865 2537 1868 275 2833 1513 1575 2380 2514 1557 2805 1861 697 2299 2855 2841 1407 167 2997 1874 2959 2885 1422
1832,2885 2022 507 2309 1218 2530 2182 1731 1349 3083 938 2652 1386 2076 2147 465 2320 2576 1648 3022
1833,3071 71 3161 2470 3047 2781 2537 865 1868 505 1200 2382 2971 2726 845 706 637 1784 1113 1195 2320 3031 988 1262 2455 471 1106 2178 3142 1567 1715 437 3155 371 2283 2003 219 490 2678 100 426 294 334 1226 1761 13 1132 2652 2538 895 1219 2635 2688 2350 2607 2627 3162 2875 3030 3145 1020 1990 919 2809 465 1443 2541 517 1800 2855 2022 2750 2384 2885 470 957 2995 1737 1818 2198 2035 1290 2616 1371 814 2393 488 932 2240 2312 2024 2464 1386 1193 1956 2179 299 457 663 1749 2222 1241 1875 3166 3182 1505 682 2127 3246 1923 1065 1060 1134
1834,333 2330 2024 786 374 2762 1909 856 3221 987 1129 231 954 2392 2431 876 2115 2977 337 3042 1224 1325 676 1531 2474 3241 243 938 2306 2499 1268 1269 2193 1317 1336 2550 405 1386 1078 767 2464 1193 465 770 2541 1200 1956 1800 1443 1770 3229 18
1835,2312 865 1901 2024 1422 1697 2361 2167 590 115 48 346 328 497 1695 1920 964 2428 1973 2163 1533
1836,1800 2940 1938 1197 2880 750 333 2232 275 2724 2299 1575 1861 2320 1770 2193 266 1573 1377 2470 2350 1922 307 2374 2958 525 2111 1568 1951 489 471 3237 821
1837,2693 2398 1939 2359 2460 1984 2380 597 2934 2810 590 3181 275 1575 2320 1573 981 1034 1861 3236 521 2470 1237 1770 1941 3189 2232 3247 3089 1027 969 2958 1568 526
1838,1195 232 1276 2573 111 2312 3181 2810 1770 2193 2724 275 1575 525 2299 2633 2320 3209 3078 1956 938 1241 1048 1027 2024 1185 3178 1681 1055
1839,2885 1388 1621 2677 2750 1156 3130 3078 1956 504 1372 651 1241 938 2318 2602 1923 2171 2703 362 2905 1229 2980 551 1141 587 1922 3183 2850 3080 1234 2724 1991
1840,2574 935 1195 2034 2885 2312 374 1985 2464 2940 211 898 2695 2024 333 134 762 2712 865 1880 226 1575 1693 1657 1059 275 2299 291 968 945 1954 719 3123 1786 573 780 2149 402 1023 2680 1262 989 1754 2845 3139 1413 2971 2706 1860 1348 3246 2463 2269 2273 2022
1841,490 2022 1218 2470 2351 2840 2869 1861 1268 1613 1684 2631 1405 676 1154 3241 1336 239 2297 25 3194 505 751 1088 886 113 384 1605 2233 173 683 594 338 1889 2403 1465 2940 1949 2464 2536 2547 1198 2039 1193 2537 697 427 2814 2514 84 275 968 3026 2706 333
1842,1185 2537 1200 1245 593 1922 1386 924 239 1402 1920 2855 2726 2179 1348 517 2182 2470 1956 3078 2602 1923 1410 3080 59 362 1817 2878 157 935
1843,2907 2031 2940 1156 1838 954 2431 2977 2115 1531 2474 3241 938 1336 239 2217 1470 2930 1797 836 2262 1755 505 838 2546 655 2182 1117 2841 1804 750 2232 294 949 2320 2805 150 2724 307 2470 1152
1844,1193 312 2514 490 1200 1784 2940 3215 317 335 1323 361 2024 1767 1949 275 1465 1336 2108 2831 898 77 427 84 2480 697 3078 750 3178 3229 1185 1793 496 1170 1013 2444 575 2086 3037 3041 1648 2031 2312 770 780 2115 2845 1386 1664 1417 2743 465 2749 865 1942 945 1060 3248 1923 1857 3231 3032 3073 1194 1262 1956 584 1443 485 3021 2508 517 2411 226 938 471 167 3109 1875 2012 1987 602 1749 1222 2770 2922 3241 387 2823 2066 1135 2855 1579 2602 1357 2319 1237 862 1102 1116 46 1295 1023 756 2827 2222 1505 277 2100 2805 2646 3186 72 1364 1197 3159 3182 299 1765
1845,1218 1720 2514 1263 1749 3202 2767 2952 625 3229 1110 2684 2696 1034 1956 496 1575 847 1272 3221 1969 417 2971 1881 443 170 732 2455 1197 2044 2184 1331 2259
1846,2470 3074 2320 2022 2474 2460 391 3127 1870 226 3229 2536 2013 756 2039 859 1557 2608 767 333 3032 365 340 1198 2633 1314 3086 1023 695 2100 3090 313 1826 870 1429 2359 1619 2195 602 1204 225 1741 3207 1756 660 1160 2184 794 2614 2850 2239 2084 2581 1512 1038 861 1320 761 1992 1689 560 422 673
1847,371 2885 2645 2022 133 795 1870 767 2024 1865 1949 333 1232 21 275 2940 2364 1193 1793 1307 2547 1958 273 496 2013 291 494 3111 417 968 1455 2392 865 1575 18 3127 2474 2845 2233 719 1659 1150 981 2275 2537 2966 955 3013 2441 3211 867 1868 794 234 1874 1313 3148 2232 2070 584 1881 2795 2607 2283 1560 762 3094 2527 1353 2359 2525 2904 295 1959 709 1135 469 1321 358 622 2971 384 960 2340 3040 458 1752 1444 33 780 2193 1057 2747 27 1352 2791 1200 3030 3187 741 1907 88 2514 2339 2222 1677 1630 231 1860 1923 621 1424 1341 2536 1734 1184 830 1673 2651 3109 2007 2831 1325 505 117 2034 2115 1034 1991 3037 2299 714 2990 3142 401 655 1614 2174 1730
1848,1197 1386 2807 2750 1193 1979 1307 2066 277 1767 842 167 2706 1046 2483 1505 3186 2464 338 465 1868 496 3178 1348 275 333 2537 2108 1023 602 2030 1835 988
1849,1195 2385 3086 1185 2767 751 2024 1558 590 573 1812 2059 653 2095 2537 1135 1200 3231
1850,497 678 2330 2700 2464 2232 1575 275 2299 3181 1770 2805 2320 3118 1027 981 1852 2193 2760 949
1851,2488 2652 1812 1585 1389 2026 1770 521 2318 3236 294 475 307 2638 1573 3089 3247 2850 302 270 2958 2498 1568 526 431 2365 685 2496 2270 788 566 577 2955 2015 2263 2001 189 557 3070 724 3076 2805 150 1861 3189 98 2320 2350 969 1474 2232 698 1567 2551 100 2203 2087 362 1239 1001 588 48 1226 1977 1915 3014 2696 2399 3064 1022 1591 2308 961 2216 3218 1154 1238 1033 1973 1398 2413 2325 1936 381 2111 754 3136 2129 1032 2022 1386 465 2108 2873 2885 2855 2750 1811 697 1512 2470 3229 2035
1852,1880 168 1056 226 2724 1441 1120 2537 2351 1386 1942 422 1857 2127 3090 214 2757 3202 2652 232 45 1071 272 2258 2819 959 1920 910 1602 74 685 1385 1210 744 956 2821 2855 2940 968 2885 3026 471 2031 1657 2514 505 1430 1218 1557 2206 167 2747 294 1290 585 486 1195 415 454 2508 2781 2986 1521 2607 821 465 496 2022 1673 1307 1197 1295 517 1664 2574 2750 2738 3231 2066 938
1853,2031 1567 356 1130 2895 394 2487 2022 702 2754 2171 470 987 1818 2351 517 2541 1046 748 14 2616 1737 2964 2201 852 2393 272 1396 1736 2728 1879 1127 1185 1417 750 2039 1336 2403 3123 2180 1348 3178 3032 1134 227 358 3187 180 840 736 2555 1987 1685 1320 865 1681 698 275 1125 2232 1784 2117 2320 2810 1475 3189 1941 2934 1268 1213 2072 191 595 597 2217 1547 64
1854,976 2522 2537 1766 1975 2977 837 231 1575 1325 443 2455 2879 1750 571 847 1195 2958 346 384 215 19 3165 96 1614 1521 1185 2555 3145 2529 964 588 240 1280
1855,490 3046 259 1968 820 2652 751 2855 450 1614 13 2976 51 847 2387 593 334 2893 1594 454 2113 1414 346 1298 283 1521 2297 906 2546 1720 1152 2809 1025 732 2611
1856,1386 2278 2312 2834 1195 2731 3101 79 3202 625 3229 948 1110 1034 2696 1956 3013 586 1411 1575 496 1832 2706 313 847 2956 1969 2514 277 2538 2971 1723 1735 443 170 1619 2455 1197 192 631 479 1083 43 814 2529 1706 1292 845 3109 1942 2359 1857 46 2879 1505 1401 740 2540 1351 1026 296 1793 1896 858 1770 1156 1218 662 1666 2259 1456 475 2977 1959 2066 1115 770 2783 361 495 3225 2940 1826 317 1605 780 3178 2328 1004 1949 128 397 3008 945 2179 233 1046 1614 511 784 1876 1177 1106 2180 1693 3048 2807 1175 2679
